Order_ID,Customer_ID,Store_ID,Date,Product_Category,Price,Quantity,Total_Sales
55,1243,13,2023-02-24,Electronics,338.14,4,1352.56
56,1831,32,2023-02-25,Home,28.25,5,141.25
57,1504,31,2023-02-26,Food,285.33,4,1141.32
58,1130,16,2023-02-27,Sports,382.83,4,1531.32
59,1484,32,2023-02-28,Food,72.57,9,653.13
60,1818,32,2023-03-01,Home,118.19,2,236.38
61,1646,34,2023-03-02,Food,441.84,6,2651.04
62,1020,11,2023-03-03,Sports,14.96,8,119.68
63,1840,10,2023-03-04,Electronics,377.6,8,3020.8
64,1166,15,2023-03-05,Sports,239.52,7,1676.64
65,1273,17,2023-03-06,Electronics,226.15,4,904.6
66,1387,40,2023-03-07,Clothing,8.51,7,59.57
67,1600,18,2023-03-08,Sports,410.6,6,2463.6
68,1315,9,2023-03-09,Sports,183.11,6,1098.66
69,1013,25,2023-03-10,Home,272.68,2,545.36
70,1241,40,2023-03-11,Food,340.26,8,2722.08
71,1776,14,2023-03-12,Electronics,352.8,8,2822.4
72,1345,25,2023-03-13,Electronics,478.21,7,3347.47
73,1564,22,2023-03-14,Home,268.01,9,2412.09
74,1897,30,2023-03-15,Home,202.86,8,1622.88
75,1339,20,2023-03-16,Food,477.08,9,4293.72
76,1091,21,2023-03-17,Food,322.84,9,2905.56
77,1366,44,2023-03-18,Sports,152.58,6,915.48
78,1955,32,2023-03-19,Clothing,67.6,2,135.2
79,1454,46,2023-03-20,Food,422.06,7,2954.42
80,1427,49,2023-03-21,Home,184.28,3,552.84
81,1508,21,2023-03-22,Food,331.93,7,2323.51
82,1775,35,2023-03-23,Electronics,238.05,9,2142.45
83,1942,32,2023-03-24,Clothing,103.47,2,206.94
84,1034,30,2023-03-25,Sports,302.83,6,1816.98
85,1205,39,2023-03-26,Electronics,35.04,6,210.24
86,1080,49,2023-03-27,Electronics,209.6,9,1886.4
87,1931,12,2023-03-28,Clothing,275.57,9,2480.13
88,1561,41,2023-03-29,Sports,220.84,5,1104.2
89,1871,47,2023-03-30,Home,375.59,5,1877.95
90,1387,18,2023-03-31,Sports,414.82,9,3733.38
91,1001,21,2023-04-01,Food,386.77,8,3094.16
92,1389,13,2023-04-02,Electronics,24.21,7,169.47
93,1565,21,2023-04-03,Food,101.09,8,808.72
94,1105,8,2023-04-04,Home,270.62,6,1623.72
95,1771,46,2023-04-05,Food,467.74,3,1403.22
96,1821,40,2023-04-06,Sports,418.3,7,2928.1
97,1476,46,2023-04-07,Food,422.05,8,3376.4
98,1702,7,2023-04-08,Home,155.09,8,1240.72
99,1401,23,2023-04-09,Home,217.58,1,217.58
100,1729,44,2023-04-10,Home,238.0,7,1666.0
101,1555,32,2023-04-11,Sports,82.9,3,248.7
102,1161,11,2023-04-12,Home,20.38,2,40.76
103,1201,22,2023-04-13,Electronics,473.72,2,947.44
104,1957,22,2023-04-14,Home,124.15,8,993.2
105,1995,43,2023-04-15,Food,123.77,9,1113.93
106,1269,25,2023-04-16,Food,46.27,3,138.81
107,1862,22,2023-04-17,Food,464.61,3,1393.83
108,1815,28,2023-04-18,Sports,291.97,6,1751.82
109,1270,29,2023-04-19,Food,335.18,1,335.18
110,1455,13,2023-04-20,Sports,456.23,6,2737.38
111,1461,18,2023-04-21,Sports,176.08,3,528.24
112,1726,2,2023-04-22,Home,312.65,4,1250.6
113,1251,29,2023-04-23,Electronics,24.21,9,217.89
114,1701,21,2023-04-24,Home,97.45,3,292.35
115,1295,15,2023-04-25,Home,416.47,1,416.47
116,1724,27,2023-04-26,Sports,384.55,3,1153.65
117,1719,31,2023-04-27,Sports,178.57,7,1249.99
118,1748,15,2023-04-28,Food,191.52,7,1340.64
119,1337,23,2023-04-29,Food,269.11,5,1345.55
120,1878,24,2023-04-30,Home,5.12,1,5.12
121,1052,44,2023-05-01,Clothing,124.42,8,995.36
122,1791,13,2023-05-02,Clothing,108.07,8,864.56
123,1921,22,2023-05-03,Food,128.99,2,257.98
124,1216,43,2023-05-04,Clothing,403.92,3,1211.76
125,1763,37,2023-05-05,Food,143.44,4,573.76
126,1187,33,2023-05-06,Sports,99.8,1,99.8
127,1379,3,2023-05-07,Home,254.61,4,1018.44
128,1492,19,2023-05-08,Electronics,433.49,5,2167.45
129,1040,23,2023-05-09,Home,124.47,3,373.41
130,1156,29,2023-05-10,Food,43.88,2,87.76
131,1014,30,2023-05-11,Food,181.42,6,1088.52
132,1812,39,2023-05-12,Home,375.09,8,3000.72
133,1064,44,2023-05-13,Food,277.59,7,1943.13
134,1856,47,2023-05-14,Clothing,409.31,1,409.31
135,1838,25,2023-05-15,Clothing,480.0,4,1920.0
136,1520,37,2023-05-16,Food,397.37,3,1192.11
137,1343,47,2023-05-17,Food,303.88,6,1823.28
138,1128,8,2023-05-18,Clothing,249.2,9,2242.8
139,1647,42,2023-05-19,Food,24.83,9,223.47
140,1471,16,2023-05-20,Food,492.24,7,3445.68
141,1062,8,2023-05-21,Home,194.82,9,1753.38
142,1138,1,2023-05-22,Electronics,80.35,8,642.8
143,1498,44,2023-05-23,Clothing,335.02,5,1675.1
144,1592,5,2023-05-24,Home,145.72,9,1311.48
145,1391,3,2023-05-25,Electronics,294.96,7,2064.72
146,1674,1,2023-05-26,Food,295.45,5,1477.25
147,1418,4,2023-05-27,Food,225.64,8,1805.12
148,1288,40,2023-05-28,Home,418.88,7,2932.16
149,1378,35,2023-05-29,Food,136.16,9,1225.44
150,1772,32,2023-05-30,Sports,227.07,1,227.07
151,1489,42,2023-05-31,Home,271.16,9,2440.44
152,1230,34,2023-06-01,Electronics,333.49,7,2334.43
153,1040,43,2023-06-02,Home,393.07,1,393.07
154,1027,25,2023-06-03,Clothing,200.43,1,200.43
155,1134,10,2023-06-04,Home,324.79,5,1623.95
156,1200,21,2023-06-05,Food,79.55,8,636.4
157,1839,46,2023-06-06,Food,466.66,9,4199.94
158,1779,39,2023-06-07,Sports,194.61,6,1167.66
159,1929,27,2023-06-08,Sports,366.11,8,2928.88
160,1032,27,2023-06-09,Sports,15.07,6,90.42
161,1047,2,2023-06-10,Electronics,106.57,6,639.42
162,1502,41,2023-06-11,Sports,246.11,4,984.44
163,1406,48,2023-06-12,Electronics,439.73,5,2198.65
164,1573,13,2023-06-13,Sports,265.99,2,531.98
165,1727,9,2023-06-14,Electronics,465.29,3,1395.87
166,1804,36,2023-06-15,Home,244.48,3,733.44
167,1098,22,2023-06-16,Home,247.77,5,1238.85
168,1683,42,2023-06-17,Food,64.27,5,321.35
169,1871,26,2023-06-18,Electronics,402.31,6,2413.86
170,1725,12,2023-06-19,Clothing,127.25,5,636.25
171,1986,17,2023-06-20,Food,450.31,6,2701.86
172,1546,14,2023-06-21,Home,455.86,8,3646.88
173,1960,14,2023-06-22,Electronics,471.94,2,943.88
174,1738,34,2023-06-23,Sports,262.51,4,1050.04
175,1612,20,2023-06-24,Clothing,340.16,6,2040.96
176,1942,11,2023-06-25,Home,390.37,5,1951.85
177,1461,16,2023-06-26,Food,69.85,1,69.85
178,1642,31,2023-06-27,Electronics,302.47,9,2722.23
179,1768,6,2023-06-28,Clothing,21.98,3,65.94
180,1004,19,2023-06-29,Electronics,251.3,2,502.6
181,1217,37,2023-06-30,Sports,81.65,9,734.85
182,1502,4,2023-07-01,Food,95.55,7,668.85
183,1766,47,2023-07-02,Electronics,185.7,5,928.5
184,1397,4,2023-07-03,Home,219.06,6,1314.36
185,1870,20,2023-07-04,Food,313.47,4,1253.88
186,1794,10,2023-07-05,Home,41.84,1,41.84
187,1392,24,2023-07-06,Electronics,254.33,4,1017.32
188,1206,35,2023-07-07,Food,95.4,9,858.6
189,1014,26,2023-07-08,Home,289.12,1,289.12
190,1857,37,2023-07-09,Sports,320.52,3,961.56
191,1553,38,2023-07-10,Sports,280.57,5,1402.85
192,1891,21,2023-07-11,Electronics,370.46,7,2593.22
193,1460,40,2023-07-12,Food,171.13,9,1540.17
194,1690,39,2023-07-13,Clothing,383.73,6,2302.38
195,1574,21,2023-07-14,Food,219.22,3,657.66
196,1863,10,2023-07-15,Sports,244.67,7,1712.69
197,1742,38,2023-07-16,Home,325.81,4,1303.24
198,1240,46,2023-07-17,Clothing,14.09,3,42.27
199,1563,4,2023-07-18,Electronics,328.73,7,2301.11
200,1095,45,2023-07-19,Clothing,311.2,7,2178.4
201,1899,20,2023-07-20,Electronics,158.37,4,633.48
202,1733,17,2023-07-21,Clothing,47.47,7,332.29
203,1484,7,2023-07-22,Electronics,50.01,2,100.02
204,1406,4,2023-07-23,Electronics,462.0,1,462.0
205,1230,29,2023-07-24,Clothing,346.19,2,692.38
206,1748,14,2023-07-25,Clothing,67.92,4,271.68
207,1654,3,2023-07-26,Electronics,181.58,8,1452.64
208,1170,24,2023-07-27,Sports,298.28,3,894.84
209,1540,37,2023-07-28,Clothing,418.61,6,2511.66
210,1035,16,2023-07-29,Food,26.61,6,159.66
211,1524,4,2023-07-30,Home,122.13,9,1099.17
212,1159,24,2023-07-31,Electronics,445.43,9,4008.87
213,1838,34,2023-08-01,Electronics,9.54,4,38.16
214,1698,30,2023-08-02,Home,104.69,9,942.21
215,1242,18,2023-08-03,Sports,479.72,6,2878.32
216,1085,19,2023-08-04,Home,308.63,2,617.26
217,1795,31,2023-08-05,Clothing,134.53,6,807.18
218,1577,19,2023-08-06,Home,38.16,2,76.32
219,1681,49,2023-08-07,Electronics,18.95,8,151.6
220,1556,46,2023-08-08,Home,126.15,4,504.6
221,1573,19,2023-08-09,Food,441.34,5,2206.7
222,1952,22,2023-08-10,Clothing,210.88,8,1687.04
223,1645,24,2023-08-11,Home,361.57,8,2892.56
224,1795,45,2023-08-12,Electronics,459.55,6,2757.3
225,1027,12,2023-08-13,Clothing,206.98,4,827.92
226,1619,30,2023-08-14,Electronics,99.68,1,99.68
227,1555,38,2023-08-15,Sports,260.97,7,1826.79
228,1339,31,2023-08-16,Food,454.5,8,3636.0
229,1797,36,2023-08-17,Sports,403.17,9,3628.53
230,1957,19,2023-08-18,Food,37.59,2,75.18
231,1330,48,2023-08-19,Home,347.82,1,347.82
232,1639,45,2023-08-20,Clothing,288.09,4,1152.36
233,1505,36,2023-08-21,Home,454.19,5,2270.95
234,1347,30,2023-08-22,Food,65.63,1,65.63
235,1472,49,2023-08-23,Food,269.35,5,1346.75
236,1230,33,2023-08-24,Food,440.33,6,2641.98
237,1189,18,2023-08-25,Electronics,207.96,3,623.88
238,1224,49,2023-08-26,Clothing,243.59,7,1705.13
239,1384,28,2023-08-27,Home,39.88,6,239.28
240,1376,47,2023-08-28,Home,142.68,4,570.72
241,1282,11,2023-08-29,Sports,165.63,3,496.89
242,1957,45,2023-08-30,Food,472.84,5,2364.2
243,1632,33,2023-08-31,Food,144.92,3,434.76
244,1627,17,2023-09-01,Food,233.13,9,2098.17
245,1972,6,2023-09-02,Home,337.3,9,3035.7
246,1744,4,2023-09-03,Sports,85.28,6,511.68
247,1258,20,2023-09-04,Electronics,245.79,6,1474.74
248,1358,48,2023-09-05,Clothing,370.58,4,1482.32
249,1709,47,2023-09-06,Electronics,434.09,4,1736.36
250,1455,27,2023-09-07,Home,315.0,2,630.0
251,1410,15,2023-09-08,Food,336.18,4,1344.72
252,1648,6,2023-09-09,Clothing,67.51,8,540.08
253,1317,47,2023-09-10,Home,473.16,2,946.32
254,1676,14,2023-09-11,Home,70.62,9,635.58
255,1224,11,2023-09-12,Home,388.46,1,388.46
256,1818,39,2023-09-13,Clothing,136.08,2,272.16
257,1233,9,2023-09-14,Clothing,467.13,2,934.26
258,1683,26,2023-09-15,Sports,361.38,6,2168.28
259,1663,16,2023-09-16,Sports,378.14,7,2646.98
260,1974,5,2023-09-17,Electronics,113.43,3,340.29
261,1826,10,2023-09-18,Clothing,224.3,9,2018.7
262,1373,3,2023-09-19,Clothing,310.82,5,1554.1
263,1671,13,2023-09-20,Clothing,386.14,5,1930.7
264,1607,43,2023-09-21,Sports,56.46,4,225.84
265,1471,49,2023-09-22,Home,481.37,9,4332.33
266,1232,30,2023-09-23,Food,445.66,8,3565.28
267,1691,45,2023-09-24,Sports,138.82,4,555.28
268,1112,6,2023-09-25,Clothing,412.27,4,1649.08
269,1829,17,2023-09-26,Sports,261.57,2,523.14
270,1496,45,2023-09-27,Electronics,233.59,9,2102.31
271,1441,19,2023-09-28,Clothing,160.64,3,481.92
272,1563,42,2023-09-29,Electronics,292.58,4,1170.32
273,1267,35,2023-09-30,Clothing,366.3,7,2564.1
274,1509,46,2023-10-01,Sports,208.41,8,1667.28
275,1806,26,2023-10-02,Home,316.46,8,2531.68
276,1385,5,2023-10-03,Food,351.16,4,1404.64
277,1386,29,2023-10-04,Electronics,357.01,7,2499.07
278,1112,37,2023-10-05,Sports,30.72,1,30.72
279,1612,20,2023-10-06,Home,430.58,6,2583.48
280,1624,49,2023-10-07,Sports,231.84,6,1391.04
281,1951,21,2023-10-08,Electronics,134.9,6,809.4
282,1080,10,2023-10-09,Food,124.67,2,249.34
283,1698,5,2023-10-10,Sports,244.09,8,1952.72
284,1112,36,2023-10-11,Clothing,443.98,5,2219.9
285,1001,6,2023-10-12,Home,192.28,5,961.4
286,1641,26,2023-10-13,Sports,376.11,2,752.22
287,1219,4,2023-10-14,Home,52.93,4,211.72
288,1565,39,2023-10-15,Clothing,240.65,9,2165.85
289,1854,39,2023-10-16,Food,495.88,9,4462.92
290,1996,35,2023-10-17,Food,386.37,6,2318.22
291,1735,1,2023-10-18,Clothing,109.21,9,982.89
292,1224,24,2023-10-19,Home,253.21,4,1012.84
293,1384,36,2023-10-20,Sports,120.64,1,120.64
294,1402,6,2023-10-21,Clothing,207.73,2,415.46
295,1637,41,2023-10-22,Electronics,391.14,1,391.14
296,1129,46,2023-10-23,Home,386.76,8,3094.08
297,1052,44,2023-10-24,Food,117.91,9,1061.19
298,1683,31,2023-10-25,Clothing,461.5,6,2769.0
299,1729,20,2023-10-26,Food,298.32,2,596.64
300,1671,24,2023-10-27,Home,193.06,6,1158.36
301,1709,25,2023-10-28,Food,253.46,9,2281.14
302,1415,36,2023-10-29,Clothing,304.51,3,913.53
303,1246,21,2023-10-30,Home,282.15,9,2539.35
304,1835,30,2023-10-31,Electronics,245.77,2,491.54
305,1438,24,2023-11-01,Clothing,254.94,5,1274.7
306,1202,44,2023-11-02,Sports,92.32,2,184.64
307,1183,42,2023-11-03,Clothing,407.3,7,2851.1
308,1122,30,2023-11-04,Home,273.17,9,2458.53
309,1400,22,2023-11-05,Clothing,69.88,7,489.16
310,1766,28,2023-11-06,Electronics,384.25,5,1921.25
311,1293,7,2023-11-07,Electronics,466.56,4,1866.24
312,1279,35,2023-11-08,Sports,473.92,4,1895.68
313,1836,28,2023-11-09,Food,187.66,8,1501.28
314,1883,14,2023-11-10,Home,72.08,1,72.08
315,1609,10,2023-11-11,Home,261.61,5,1308.05
316,1197,16,2023-11-12,Food,60.74,2,121.48
317,1981,16,2023-11-13,Electronics,467.32,9,4205.88
318,1906,31,2023-11-14,Electronics,95.87,7,671.09
319,1510,42,2023-11-15,Clothing,130.12,8,1040.96
320,1751,25,2023-11-16,Sports,206.29,6,1237.74
321,1143,13,2023-11-17,Sports,194.67,9,1752.03
322,1608,6,2023-11-18,Sports,398.36,6,2390.16
323,1200,44,2023-11-19,Clothing,230.88,7,1616.16
324,1123,9,2023-11-20,Sports,89.53,7,626.71
325,1186,45,2023-11-21,Food,137.27,9,1235.43
326,1325,36,2023-11-22,Clothing,257.01,8,2056.08
327,1463,43,2023-11-23,Food,77.99,1,77.99
328,1348,20,2023-11-24,Clothing,307.77,4,1231.08
329,1770,18,2023-11-25,Sports,285.04,7,1995.28
330,1659,43,2023-11-26,Food,358.78,8,2870.24
331,1763,21,2023-11-27,Food,469.16,7,3284.12
332,1954,4,2023-11-28,Food,456.57,3,1369.71
333,1931,33,2023-11-29,Clothing,473.31,4,1893.24
334,1402,27,2023-11-30,Home,126.13,7,882.91
335,1345,7,2023-12-01,Sports,70.12,8,560.96
336,1962,6,2023-12-02,Food,154.63,7,1082.41
337,1510,15,2023-12-03,Home,448.07,6,2688.42
338,1146,18,2023-12-04,Sports,486.17,9,4375.53
339,1147,32,2023-12-05,Sports,430.37,9,3873.33
340,1863,11,2023-12-06,Food,59.46,7,416.22
341,1710,20,2023-12-07,Food,473.98,8,3791.84
342,1819,24,2023-12-08,Clothing,214.56,6,1287.36
343,1488,15,2023-12-09,Home,9.61,1,9.61
344,1928,48,2023-12-10,Home,223.98,1,223.98
345,1935,7,2023-12-11,Food,27.8,6,166.8
346,1639,21,2023-12-12,Sports,274.22,2,548.44
347,1550,42,2023-12-13,Food,172.58,8,1380.64
348,1337,26,2023-12-14,Sports,239.35,1,239.35
349,1871,44,2023-12-15,Sports,308.52,2,617.04
350,1640,14,2023-12-16,Food,435.06,8,3480.48
351,1778,37,2023-12-17,Electronics,332.64,6,1995.84
352,1987,21,2023-12-18,Home,219.85,2,439.7
353,1952,18,2023-12-19,Sports,410.62,2,821.24
354,1472,5,2023-12-20,Sports,453.26,7,3172.82
355,1945,3,2023-12-21,Electronics,64.28,5,321.4
356,1150,23,2023-12-22,Clothing,268.31,5,1341.55
357,1414,26,2023-12-23,Electronics,145.83,8,1166.64
358,1989,37,2023-12-24,Electronics,28.3,7,198.1
359,1297,24,2023-12-25,Sports,335.93,9,3023.37
360,1610,49,2023-12-26,Home,432.07,4,1728.28
361,1262,19,2023-12-27,Electronics,85.64,4,342.56
362,1763,25,2023-12-28,Clothing,407.14,2,814.28
363,1143,21,2023-12-29,Food,427.43,3,1282.29
364,1345,12,2023-12-30,Electronics,457.6,1,457.6
365,1623,41,2023-12-31,Electronics,136.32,1,136.32
366,1571,33,2024-01-01,Clothing,452.46,7,3167.22
367,1880,4,2024-01-02,Home,163.73,5,818.65
368,1001,42,2024-01-03,Electronics,278.41,3,835.23
369,1896,7,2024-01-04,Electronics,30.0,7,210.0
370,1303,22,2024-01-05,Home,26.72,2,53.44
371,1253,33,2024-01-06,Clothing,361.58,3,1084.74
372,1651,17,2024-01-07,Electronics,225.02,1,225.02
373,1452,24,2024-01-08,Home,131.86,8,1054.88
374,1036,34,2024-01-09,Electronics,99.25,2,198.5
375,1159,28,2024-01-10,Food,336.63,7,2356.41
376,1008,43,2024-01-11,Sports,5.2,9,46.8
377,1232,41,2024-01-12,Food,403.92,6,2423.52
378,1098,39,2024-01-13,Electronics,44.23,2,88.46
379,1658,22,2024-01-14,Clothing,99.79,2,199.58
380,1815,49,2024-01-15,Sports,196.19,9,1765.71
381,1207,17,2024-01-16,Food,245.01,8,1960.08
382,1130,34,2024-01-17,Home,180.72,9,1626.48
383,1403,6,2024-01-18,Clothing,163.75,4,655.0
384,1151,46,2024-01-19,Food,482.14,4,1928.56
385,1053,6,2024-01-20,Home,322.58,2,645.16
386,1119,34,2024-01-21,Electronics,16.6,1,16.6
387,1672,1,2024-01-22,Home,217.94,4,871.76
388,1919,10,2024-01-23,Food,438.13,8,3505.04
389,1627,21,2024-01-24,Food,154.22,2,308.44
390,1586,5,2024-01-25,Electronics,51.81,8,414.48
391,1624,2,2024-01-26,Home,380.4,1,380.4
392,1967,22,2024-01-27,Home,304.98,1,304.98
393,1419,48,2024-01-28,Electronics,287.3,4,1149.2
394,1421,2,2024-01-29,Home,31.52,7,220.64
395,1103,10,2024-01-30,Electronics,74.55,9,670.95
396,1851,34,2024-01-31,Clothing,313.16,5,1565.8
397,1253,16,2024-02-01,Food,107.87,2,215.74
398,1226,48,2024-02-02,Clothing,254.51,7,1781.57
399,1111,39,2024-02-03,Sports,274.72,2,549.44
400,1509,22,2024-02-04,Sports,145.34,9,1308.06
401,1472,12,2024-02-05,Sports,474.47,9,4270.23
402,1098,24,2024-02-06,Electronics,422.02,3,1266.06
403,1152,47,2024-02-07,Home,362.57,8,2900.56
404,1860,40,2024-02-08,Clothing,43.61,4,174.44
405,1913,38,2024-02-09,Clothing,57.53,3,172.59
406,1895,10,2024-02-10,Clothing,248.93,1,248.93
407,1877,35,2024-02-11,Clothing,84.55,5,422.75
408,1337,49,2024-02-12,Sports,489.24,4,1956.96
409,1705,32,2024-02-13,Clothing,83.47,1,83.47
410,1821,7,2024-02-14,Home,246.3,8,1970.4
411,1162,21,2024-02-15,Sports,185.24,8,1481.92
412,1719,20,2024-02-16,Clothing,321.5,8,2572.0
413,1956,26,2024-02-17,Electronics,68.87,3,206.61
414,1680,4,2024-02-18,Food,218.01,6,1308.06
415,1995,46,2024-02-19,Food,140.98,7,986.86
416,1160,22,2024-02-20,Food,444.44,9,3999.96
417,1579,15,2024-02-21,Sports,25.09,5,125.45
418,1800,40,2024-02-22,Clothing,457.3,9,4115.7
419,1397,21,2024-02-23,Sports,417.33,6,2503.98
420,1276,15,2024-02-24,Home,152.3,4,609.2
421,1815,22,2024-02-25,Electronics,395.7,1,395.7
422,1915,28,2024-02-26,Electronics,20.45,1,20.45
423,1503,14,2024-02-27,Food,483.6,5,2418.0
424,1895,27,2024-02-28,Food,265.66,3,796.98
425,1391,41,2024-02-29,Food,155.12,5,775.6
426,1134,40,2024-03-01,Clothing,184.48,5,922.4
427,1194,28,2024-03-02,Home,37.87,1,37.87
428,1400,26,2024-03-03,Home,494.73,8,3957.84
429,1639,49,2024-03-04,Home,24.45,5,122.25
430,1032,2,2024-03-05,Home,329.18,5,1645.9
431,1687,25,2024-03-06,Food,224.15,9,2017.35
432,1459,3,2024-03-07,Electronics,474.71,8,3797.68
433,1954,8,2024-03-08,Food,126.77,1,126.77
434,1882,44,2024-03-09,Home,268.38,3,805.14
435,1469,33,2024-03-10,Food,243.77,7,1706.39
436,1374,42,2024-03-11,Home,352.92,1,352.92
437,1021,35,2024-03-12,Sports,38.67,1,38.67
438,1749,6,2024-03-13,Electronics,100.93,5,504.65
439,1669,39,2024-03-14,Sports,111.21,9,1000.89
440,1037,23,2024-03-15,Clothing,370.38,6,2222.28
441,1229,25,2024-03-16,Food,98.62,2,197.24
442,1364,43,2024-03-17,Clothing,288.88,9,2599.92
443,1562,19,2024-03-18,Food,111.55,6,669.3
444,1437,5,2024-03-19,Sports,431.5,5,2157.5
445,1775,11,2024-03-20,Home,471.38,5,2356.9
446,1282,12,2024-03-21,Home,261.65,3,784.95
447,1026,10,2024-03-22,Food,179.39,6,1076.34
448,1225,8,2024-03-23,Home,120.86,4,483.44
449,1276,24,2024-03-24,Sports,29.64,2,59.28
450,1797,28,2024-03-25,Home,137.91,3,413.73
451,1608,41,2024-03-26,Sports,328.85,9,2959.65
452,1283,36,2024-03-27,Clothing,269.14,9,2422.26
453,1878,37,2024-03-28,Sports,472.3,6,2833.8
454,1959,21,2024-03-29,Electronics,201.16,9,1810.44
455,1480,8,2024-03-30,Electronics,348.46,4,1393.84
456,1452,9,2024-03-31,Electronics,247.21,5,1236.05
457,1828,47,2024-04-01,Food,258.73,6,1552.38
458,1815,15,2024-04-02,Food,137.55,9,1237.95
459,1658,48,2024-04-03,Food,230.2,5,1151.0
460,1515,46,2024-04-04,Sports,238.04,8,1904.32
461,1546,40,2024-04-05,Food,354.79,1,354.79
462,1191,18,2024-04-06,Clothing,470.62,5,2353.1
463,1048,42,2024-04-07,Electronics,168.01,1,168.01
464,1511,20,2024-04-08,Sports,25.89,6,155.34
465,1016,6,2024-04-09,Electronics,250.67,7,1754.69
466,1171,12,2024-04-10,Food,274.51,5,1372.55
467,1219,2,2024-04-11,Sports,88.38,1,88.38
468,1157,7,2024-04-12,Home,381.43,6,2288.58
469,1476,16,2024-04-13,Clothing,492.54,5,2462.7
470,1045,3,2024-04-14,Food,473.16,6,2838.96
471,1372,45,2024-04-15,Food,102.57,7,717.99
472,1517,3,2024-04-16,Clothing,438.3,7,3068.1
473,1098,27,2024-04-17,Clothing,353.72,2,707.44
474,1891,43,2024-04-18,Home,229.65,3,688.95
475,1744,40,2024-04-19,Food,272.6,6,1635.6
476,1036,38,2024-04-20,Food,425.55,3,1276.65
477,1279,33,2024-04-21,Electronics,242.67,2,485.34
478,1348,28,2024-04-22,Sports,189.74,4,758.96
479,1496,1,2024-04-23,Sports,249.16,5,1245.8
480,1301,8,2024-04-24,Electronics,291.67,9,2625.03
481,1180,37,2024-04-25,Sports,98.59,3,295.77
482,1606,32,2024-04-26,Clothing,450.95,3,1352.85
483,1098,48,2024-04-27,Sports,338.72,6,2032.32
484,1699,43,2024-04-28,Sports,318.47,5,1592.35
485,1992,37,2024-04-29,Electronics,54.25,6,325.5
486,1115,4,2024-04-30,Home,304.07,7,2128.49
487,1190,30,2024-05-01,Sports,64.88,3,194.64
488,1252,6,2024-05-02,Sports,43.96,5,219.8
489,1980,46,2024-05-03,Home,266.02,8,2128.16
